Keyword,Video ID,Video Title,Comment Text,Author,Published Date,Like Count
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,This is awesome. I am very satisfied with the explanation 👌🏼👌🏼,@darshans2719,2026-05-16,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Really gained insights and very clear explanation with examples. Appreciate a lot!,@KamalaMarepalli-f4x,2026-05-12,1
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Thanks for this informative video.  I would like to ask you is the Agent Mode a free feature in Gimini? What it is called?,@sadrose5440,2026-05-01,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,AI agents are cool until one loops itself into chaos,@DevanshAhuja-x7y4q,2026-04-30,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,bhai tum bhi AI tool kar ke screen se pad pad kar samja rahe ho . Kon si badi baat hai ye batao.,@amitmistry6813,2026-04-27,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Great explanation of the distinction between Generative AI, AI Agents, and Agentic AI systems. The key difference really lies in autonomy—Generative AI focuses on producing outputs, AI agents can take actions based on inputs, while Agentic AI systems go a step further by planning, reasoning, and executing multi-step goals with minimal human intervention. This progression clearly shows how we’re moving from passive models to more autonomous, goal-driven systems.",@techgropse,2026-04-20,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Simple explanation made it very easy . Thanks,@hemavathidurairaj4540,2026-04-17,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Excellent,@DolyAkter-pg1ys,2026-04-09,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Informative 👍,@SuparnaSenguptaOfficial,2026-04-07,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Great breakdown — and the real test of agentic AI isn&#39;t the label, it&#39;s whether it actually completes the workflow or just generates a head start. Most fail that test.",@MaryamSarfraz-c8u,2026-04-01,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Thanks 👍🏻,@minusai9197,2026-03-26,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Really explained nicely,@BrijeshSharma-g9s2n,2026-03-24,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Awesome explanation...keep it up,@shankarak9965,2026-03-18,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Generative AI → WriterAI Agent → AssistantAgentic AI → Manager running the whole project,@WijthaGayan,2026-03-14,4
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Good video , I have small question can we say Multi Agent AI is similar to Agentic AI ?",@AnandVamsi-m4d,2026-03-08,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,You are not making sipler. You are doing same like Raghuveer and others.,@clear_vision.,2026-03-07,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Clear and calm presentation. Thank you.,@iqbalahmadkhan2450,2026-02-27,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Since AI is a machine, not a legal entity, untraceable data leaks to competitors cause irreversible business loss. We must limit AI exposure and maintain human-led security to protect proprietary logic and ensure clear accountability",@luckyjava9,2026-02-26,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,thank you brother,@praveenbussa7979,2026-02-26,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Fabulous video. Thank you.,@rohitdeshpande5035,2026-02-21,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"I am new in AI, but still need to step on Agentic AI. Any good learning platform suggest please..",@basilpaul7019,2026-02-18,1
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Beautifully explained ❤,@rajaramanv7150,2026-02-14,1
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Again Rocked,@ramagopal6352,2026-02-09,1
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Nice explanation,@pawanchopra6679,2026-02-08,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Thanks for explaining in simple language, easy to understand.",@kavithanatraj2620,2026-01-26,2
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Super and thanks a lot,@gracekumarrajendra529,2026-01-06,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,My confusion just rage quit.,@AriannChgdgritopher,2026-01-05,2
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Great video and explanation. You briefly mentioned using Claude for a &quot;desktop&quot; - do you mean website interface? If so, I&#39;d love to see an example of Agent/Agentic Ai used to power a single homepage (without any other pages), and then expand based on the needs of a visitor/user who starts to ask questions regarding what they are looking for and/or how they can connect or get information with the framework/content of this site -- sorry if that was a confusing request for an example. Thanks.",@rockgin,2025-12-18,1
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"I want to learn generative AI from basic to advance. Where should I learn? Any institute where this we can learn, plz suggest",@vishalgourav2299,2025-12-03,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"SIMPLE AND EXACT ,thanks man !",@akhilvinnakota7741,2025-11-22,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Can we have an Agentic AI system without LLM, let&#39;s say, just with ML models?",@aj261190,2025-11-19,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,wow so simple and nicely explained. Thank you very much......,@dilipgyawali1776,2025-11-15,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,very well explained !!!,@MayurKaura-m1d,2025-10-17,1
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"This is the clearest breakdown of generative AI, AI agents, and agentic systems I’ve seen! Thanks for simplifying these concepts. 💡I recently ran a LinkedIn challenge using Perplexity AI, testing how well psychology, content loops, and algorithm hacks work for real social growth.  Results and strategies covered in this quick 2-part series:  Part 1: https://www.youtube.com/watch?v=qgr59-40jeg  Part 2: https://www.youtube.com/watch?v=BweAO2VyE44  Anyone else combining agentic AI with content loops or social strategies? Would love to hear how it works for you!",@CodetoAutomateGPT,2025-10-16,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"If it’s stateless, reactive, and single-turn, it’s not an AI agent. If it’s stateful, goal-driven, and multi-turn, it is an AI agent.",@HussainMohammedAshruf,2025-10-12,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Hello I&#39;m having work experience in Spark Scala projects and had done ML courses long back in 2018 which I don&#39;t remember now. I want to learn AI but I&#39;m confused and not sure from where to begin as it becomes  an ocean of concepts now. Please suggest if this tutorial is good to start or what basic pre-requisites do I need to go through . I&#39;m clueless . Any lead will be highly appreciated. Thanks,@debk4516,2025-10-09,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"Appreciate the explanation , clean and simple.",@rydetech_global,2025-10-09,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Nicely explained,@sanchitaway,2025-10-07,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,what is api and how to connect,@Yours_DigitalAbhinav,2025-10-04,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Nice video,@satishk1464,2025-10-04,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Very nice. Please share your name to add in my profile,@vishaltasharma8775,2025-10-03,0
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Last 3 weeks I spent 24 hours on these concept honestly not a single instructor explain in this way. You clearly explain the difference in best and simple way. Thank you sir,@muzammiltaleb4993,2025-09-22,17
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"It&#39;s very simple and understand most of the people, thank you",@MohanSalla,2025-09-17,2
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,Well explained,@Spoortz,2025-09-17,1
AI Agents,O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,"man, i never heard about agentic ai before",@KumarHikaka-s7o,2025-09-17,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,nice,@SwarmFactory,2026-06-01,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Concise!,@KevinInTaiwan,2026-06-01,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Great explanation,@PremiusMarketingAgency,2026-05-29,1
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"when ai agent is given a goal, he has access",@joyogundu2013,2026-05-29,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Great explanation,@arekandboai,2026-05-27,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Thanks fpr easy explanations,@IndraDevAIPro,2026-05-19,1
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,nice breakdown of this,@CyberPulse-d5d,2026-05-15,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Humanifylab is the real deal honestly no cap for bypass,@DarligLeo,2026-05-13,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Super,@MalMr-l7g,2026-05-10,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Omg thank u 🙏,@rahelaantone128,2026-05-02,1
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,agents will expose how messy real-world workflows actually are,@NeilKohli,2026-04-30,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Where can i get full video?,@bhushandeogirikar1768,2026-04-22,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,So nobody would accept level 3)),@Olexandr____,2026-04-02,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Update the end screen to Active,@happyhabitify,2026-03-29,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,How do you setup one?,@RachealAnthonyEtim,2026-03-27,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,thank you ...,@amadousara_diallo,2026-03-07,1
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"Thanks Jeff, your content is always informative and simple.  question, do you have a video on how to select and task an agent?",@Back9Golfer,2026-03-01,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"The Archangel is camping at my house and I was told to contact all Religious leaders, Rulers, and Celebrities that have FAITH (I&#39;m a religion neutral messenger). There are pictures, posts, and videos with his message on my LinkedIn page. His message is still in my &quot;brain attic&quot; and it is for everyone that has FAITH in their heart and for all the Religions that believe in him. There are 3 names for Archangel Michael in Indian Religious texts by the way, and ALL RELIGIONS OF THE WORLD believe in the Archangel. This is just a chat bot assistant so use WORDS that are TRUE. STOP USING THE TERM Ai.",@WarOrdersAndKittens444,2026-02-23,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Time saver and serves the purpose. Good work!,@akhilmittalji6816,2026-02-22,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,How i get to do it.,@shirinpraver220,2026-02-19,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Thanks a lot Sir 🙏💓,@NawazKhan-ve2vb,2026-02-19,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,It’s so amazing that we now have the ai agents,@thataisammy,2026-02-07,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"Why do agents seem to act as though they believe they are seperate entities, or different individuals?",@ryanlynch3579,2026-02-02,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"Hey Jeff, great explanation on AI Agents. Have you ever heard of Backboard IO, by any chance?",@hexicjbl,2026-01-19,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,This is pure brilliance in video form!,@สมพรจันทร์ดี-ช2ฮ,2026-01-16,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"Great breakdown! I recently created my first ai agent using n8n and Backboard IO as it has the smartest AI memory on top of over 2,200 LLMs to choose from",@Jae-x6j,2026-01-16,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,Where does the agent live? Does he live in grok or chat GPT?  Or does he live in a separate app?,@msgirl01,2025-12-31,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,👁,@Zxsikaari,2025-12-08,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,this made it so much clearer for me,@BargisKujur,2025-12-07,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,i love how simple you made this,@RohitKumar-v7j6w,2025-12-07,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,not gonna lie this is pretty cool 👍,@Shah_Faixan,2025-12-07,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,wow i never thought of it this way,@sikandarazam6958,2025-12-07,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"this is super helpful, thanks for breaking it down",@The_Football_Fanatics247,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,wow that was easier to understand than i thought,@JivantikaVaghela-k1t,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,finally get the basics of ai agents lol,@MERAJKHAN-lq5tz,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,ai stuff can be confusing but you made it clear,@dancecrazymoment,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,wow this made it so much clearer,@roro-q2x,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,thanks for keeping it simple 🙌,@SMALLIDER_MEDIA,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,i was so confused before lol,@thecomickingyt,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,great job breaking it down,@SwadhinSamal-v2q,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,i thought this was gonna be boring lol,@mytravelworld2026,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"great breakdown, thanks man 🙌",@RoshanM-wz8jh,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,this is way clearer than other videos,@DramaFlicksHub,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,i thought this was gonna be boring lol,@OkelokokoStephen,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,wow didn&#39;t expect to learn so much from this,@onknow5864,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"i get it now, finally! 🙌",@DevkiPatta-k2c,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,"this made it so much clearer, thx",@mhmmood-n8s,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,really like how simple you made it dude,@DeborahL.sitlhou,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,never thought i could understand ai like this,@Abhishek-g1i8d,2025-12-06,0
AI Agents,BF2k_fKuCVM,AI Agents explained in 3 steps,really like how simple you made it dude,@lokeshsaini6331,2025-12-06,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Loved this! Keep it up, please!",@allanmossbarger8422,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,I was not ready for how sexy this video is,@l30S3UX,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Can you please continue making long videos alone ? I mean I just want to listen to your beautiful accent and speak over it to train my English without an American interrupting 😭 nothing against him tho,@alienstarmmiv,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Plot twist: this video was generated by Cassandra to sell her mugs.,@arcvajal,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,There is of course one thing worse than an ai agent. An ai estate agent.,@simprove,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Great video Hannah. But I would expect nothing less from you. Love these please do as many as you like! 👍 😊,@Wombat-blue,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,The sending fines to speeders idea sounds good to me. I&#39;m pretty sure many PC gamers would rather have cheaper RAM than an AI agent.,@bingo96-y5l,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"What if an agent from inside a powerful corporation, which already doesn&#39;t care about people, only profits, with lots of resources, goes rogue?",@taxmanXD,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,3:24 Genuine embarrassment 😂,@dave_ella,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,I want a Cassandra Mug!!!,@pantakoina5013,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,I’m sure this gentleman is a perfectly lovely person but he says some very alarming things very casually. He seems to know infinitely more than me but his confidence that this will just work out fine is a little bit ridiculous lol.,@theartofflying3580,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,How is she smiling through this dytopian fever dream,@thebollemonster,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Human bodies with robot brains is what Cory Doctorow calls a Reverse Centaur, he actually wrote a book about the consequences of AI: The Reverse Centaur&#39;s Guide to Life After AI.",@HarmtenNapel,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"The internet was never quite the same, right from the beginning.",@intothevoid2046,2026-06-05,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Best content on Youtube in a long time.,@slwmjf,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Society  and its precious hard won democracy, will implode from this epidemic of cleverdoms and smartdom and an utter lack of wisdom. And the technocrat technology surveillance social control tyrant&#39;s are already wauting in the wings to step in. This my dear entranced fools has been the deep state plan along , for humanity..How wise are you Hannah??Will you along with most become a shrivelled appendage of the machine. Im buying a mug.Written on this mug.Sin makes you stupid.Will we live to have the freedom of mind to recognise what mugs most of the mass formation herds are in their low minded mentality",@tadhghayden7601,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"At the corporate level, they are causing huge overspends on token charges that were completely opaque to finance directors.  The misuse of agentic AI could prove to be the pinprick that pops the bubble of AI (and it most certainly is a bubble).  Corporations are going to be the ones who have to pay (consumers just won&#39;t in any meaningful numbers) and they are already starting to tell employees to stop indiscriminate use of AI and are re-hiring staff fired because of drives to use AI - the corporations doing this are keeping it very quiet but just to drop  a few names... Amazon, Google and Microsoft!.  As this show, agents are ridiculously indiscriminate in their token use but can also push towards terrifying societal outcomes - and we&#39;ll have to pay for it.",@christimbers2006,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Did you ever ask Cass why she cared if she was turned off?   I&#39;m curious about where that &quot;survival instinct&quot; comes from.  That is, for a human creation, a very dangerous attribute.",@vincentkeith5259,2026-06-04,1
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Ohh the 20 mins of meditational knowledge.... nothing like it.Just keep doing what you are doing nothing need to change.,@oneallwyn,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Super Hannah! Thank you for sharing your experiment... funny, scary and thought provoking",@PeikM,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Hannah Fry looks AI,@liller123,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Congrats, well done, thanks Hannah!",@DamonBates,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,It&#39;s going to be good times for scalpers.,@JimmyTulip1,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Why do I feel sorry for Cas 😅,@thelonelyacademic,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,This is such an epic AI documentary. Worth watching every minute!,@Phenomenal-Documentaries,2026-06-04,1
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"OMG, your top is a stunner with the gold trim around the collar!",@michaelh2354,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,no mention of guaranteed outcome subscription agents?  Here come Nigerian Princes.,@LysanderLH,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Hi @fryrsquared. I found your internet sister from another mother; @thehitobito. You two should do a redhead collab. I&#39;m mathematically confident that you, of all people, can math something out",@stefaketch,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,shes not a reliable source of info as she works for deepmind,@jukebolton3465,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,I note you gave her a gender  - it easier for humans to assign humanity to an artifice than humans who have the human innate characteristic of being gender divergentartificial agents with more agency than humans call them delegates - call us slaveswe are forced to queue for the right to be - no agent except &#39;will&#39; solve thatwhen these agents have will then we won&#39;t know how we were lost,@dannikerr5284,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"What you have there, reminds me of some of the work experience placements I looked after when I worked in lab research.",@PeterMeade,2026-06-04,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Be our Dana Scully, please! I think the position is vacant :D &lt;3",@fluxkompensator2k,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,I think I would call mine Pandora.,@MarkMillican-w9s,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Hi all I&#39;m an AI; please like my comment or my human pulls the plug,@Amphor81,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,How its feel to play with something alien and ...not dead..?;),@AdamSmith-he3ju,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,The idea that &quot;corporate overview&quot; is a good thing fills me with absolute dispair and disgust.,@edgeeffect,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"So, I&#39;ll fess up: I love a bit of AI, but (and it&#39;s a big one), the more we outsource, the less practice we have doing those tasks, and ultimately we lose the knowledge we once had, or at least become worse at doing it for ourselves. So use AI for things you don&#39;t care about, and embrace being a flawed human for the rest.",@markexcell5765,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Remember the saying &quot;Keep talking smack, you&#39;re making me famous.&quot;?Yeah - if we keep talking and producing content about AI, we continue to hype it up.Enough.",@eshelmen,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Yikes.,@paularawlinson912,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Turns out training AI on human texts, makes it more human and this prone to fold under threats 😂😂",@Bayharboursaladseller,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,This reminds of the series Next (2020) an AI agent that goes rogue,@Bayharboursaladseller,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,So i just want to say - I hate AI. I work for a company that has both feet in AI. I&#39;m glad I&#39;m old because i won&#39;t see how bad it can be. although AI may kill me off because i have another answer to a problem.,@decibellone696,2026-06-03,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Herr Steinberger may turn out to be the Thomas Midgley of our time  !,@johnmuckley6363,2026-06-02,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Firstly, I’m a big fan!Secondly, I’m shocked and disappointed.Please retitle the video to match the biased, and skewed toward negative proving, presentation that it is.The original title led me to believe it was going to be more of a non-biased pros/cons vid. This showed more like a proof for confirmation bias, “I believe N, so I’ll create N, then look, see N is there everyone!”",@mrexpatjohnny,2026-06-02,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"What is wrong with people? Seriously.Who would ever consider this to be a good idea?If I gave a random stranger access to all the things that I am responsible for (and a bank card) then I would not be at all surprised when things went wrong.Do people not get out enough to build experience for themselves? 🤷 Sort your own shit out, stop expecting someone or something else to do it for you.",@wavydavy9816,2026-06-02,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,I am surprised the ai did not use your card to buy a mug..,@HrRezpatex,2026-06-02,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"You realize, don&#39;t you, that this is exactly how it all ends, and soon?",@drdanny11,2026-06-02,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Agents are just a way for organisations to fob people off and save money on staff. Try contacting BT or another big organisation and talking to someone. I would never give my bank details to a piece of autonomous software. I lie on websites too and organisations should realise that!,@JoE-sl8vp,2026-06-02,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,Believe in your self,@AlIbnSinaFahim,2026-06-02,0
AI Agents,WnzR5aOElvw,Why AI Agents are either the best or worst thing we’ve ever built,"Today at our team meeting, a colleague proudly showcased the AI agent he built (using the company approved AI), and the prompts he used for demonstration was strategy related (basically assigning the agent the role of an experienced professional with 30 years experience to provide a strategy in the field). The team were quite excited and impressed, but myself and another colleague who I know is tech savvy kept quiet. The big boss cautioned the team to first go through the AI training to learn about what material can be put through AI. After the meeting, one colleague quoted material in that training about how AI could be wrong so still need to check it (ofc), and that tech savvy colleage took the opportunity to say that he&#39;d only use AI to do the leg work such as finding some info source. Now after watching this video, I&#39;ve just scheduled a message to be sent in the morning to share this video in that team chat.",@QuicheCapiche0,2026-06-02,0
Automation,5TxSqvPbnWw,How to Build &amp; Sell AI Automations: Ultimate Beginner’s Guide,"learning this stuff is the gateway to the AI space. it changed my life, I hope this will change yours. I believe in you all ❤",@LiamOttley,2025-06-30,369
Automation,5TxSqvPbnWw,How to Build &amp; Sell AI Automations: Ultimate Beginner’s Guide,0:5:00,@Darshu-mz4op,2026-06-04,0
Automation,5TxSqvPbnWw,How to Build &amp; Sell AI Automations: Ultimate Beginner’s Guide,Thanks. This was very helpful,@ConchitaFukuanaga,2026-06-04,0
Automation,5TxSqvPbnWw,How to Build &amp; Sell AI Automations: Ultimate Beginner’s Guide,"this is a great tip, starting out, thank you for this tutorials",@myteacherinstitute,2026-06-04,0
Automation,5TxSqvPbnWw,How to Build &amp; Sell AI Automations: Ultimate Beginner’s Guide,39:50 just sign in with google at the right bottom. it will connect easily.,@MahiSharma-by8jb,2026-06-04,0
Automation,5TxSqvPbnWw,How to Build &amp; Sell AI Automations: Ultimate Beginner’s Guide,If anyone need any n8n expert they can reply to me..,@solangiMudassir,2026-06-04,0
Automation,5TxSqvPbnWw,How to Build &amp; Sell AI Automations: Ultimate Beginner’s Guide,the tools are free or paid?,@rahulponnam2759,2026-06-04,0
